CMDLINE python main.py --cuda_num=0 --dropout=0.8 --dim_hidden=14 --num_layers=2 --batch_size=25 --use_batch_norm=True --SLE_threshold=0.9 --N_exp=1 --dataset=HeterophilousGraphDataset --epochs=3 --homophily=0.9 --multi_label=True --type_model=GCN --eval_steps=50 --lr=1e-1 --weight_decay=1e-5
MEM 1941.933594 1715107687.9680
MEM 1955.042969 1715107688.0684
MEM 1956.085938 1715107688.1686
MEM 1956.085938 1715107688.2689
MEM 1956.085938 1715107688.3692
MEM 1956.085938 1715107688.4695
MEM 1956.085938 1715107688.5698
MEM 1956.085938 1715107688.6701
MEM 1956.085938 1715107688.7703
MEM 1956.085938 1715107688.8707
MEM 1956.085938 1715107688.9710
MEM 1956.085938 1715107689.0714
MEM 1956.085938 1715107689.1717
MEM 1956.085938 1715107689.2720
MEM 1956.085938 1715107689.3723
MEM 1956.085938 1715107689.4725
MEM 1956.085938 1715107689.5729
MEM 1956.085938 1715107689.6732
MEM 1956.085938 1715107689.7735
MEM 1956.085938 1715107689.8738
MEM 1956.085938 1715107689.9741
MEM 1956.085938 1715107690.0743
MEM 1956.085938 1715107690.1747
MEM 1956.085938 1715107690.2750
MEM 1956.085938 1715107690.3753
MEM 1956.085938 1715107690.4755
MEM 1956.085938 1715107690.5758
MEM 1956.085938 1715107690.6761
MEM 1956.085938 1715107690.7764
MEM 1956.085938 1715107690.8767
MEM 1956.085938 1715107690.9770
MEM 1956.085938 1715107691.0773
MEM 1956.085938 1715107691.1776
MEM 1956.085938 1715107691.2779
MEM 1956.085938 1715107691.3782
MEM 1956.085938 1715107691.4785
MEM 1956.085938 1715107691.5787
MEM 1956.085938 1715107691.6790
MEM 1956.085938 1715107691.7794
MEM 1956.085938 1715107691.8797
MEM 1956.085938 1715107691.9799
MEM 1956.085938 1715107692.0803
MEM 1956.085938 1715107692.1806
MEM 1956.085938 1715107692.2809
MEM 1956.085938 1715107692.3812
MEM 1956.085938 1715107692.4815
MEM 1964.417969 1715107692.5818
MEM 1971.121094 1715107692.6821
MEM 1971.121094 1715107692.7824
MEM 1971.121094 1715107692.8827
MEM 1971.121094 1715107692.9830
MEM 1971.121094 1715107693.0832
MEM 1971.121094 1715107693.1835
MEM 1971.121094 1715107693.2837
MEM 1971.121094 1715107693.3840
MEM 1971.121094 1715107693.4843
MEM 1971.121094 1715107693.5846
MEM 1971.121094 1715107693.6848
MEM 1971.121094 1715107693.7851
MEM 1971.121094 1715107693.8854
MEM 1971.121094 1715107693.9857
MEM 1971.121094 1715107694.0860
MEM 1971.121094 1715107694.1862
MEM 1971.121094 1715107694.2865
MEM 1971.121094 1715107694.3868
MEM 1971.121094 1715107694.4871
MEM 1971.121094 1715107694.5874
MEM 1971.121094 1715107694.6876
MEM 1971.121094 1715107694.7879
MEM 1971.121094 1715107694.8882
MEM 1971.121094 1715107694.9885
MEM 1971.121094 1715107695.0888
MEM 1971.121094 1715107695.1890
MEM 1971.121094 1715107695.2893
MEM 1971.121094 1715107695.3896
MEM 1971.121094 1715107695.4898
MEM 1971.121094 1715107695.5901
MEM 1971.121094 1715107695.6904
MEM 1971.121094 1715107695.7907
MEM 1971.121094 1715107695.8909
MEM 1971.121094 1715107695.9912
MEM 1971.121094 1715107696.0915
MEM 1971.121094 1715107696.1917
MEM 1971.121094 1715107696.2920
MEM 1971.121094 1715107696.3923
MEM 1971.121094 1715107696.4926
MEM 1971.121094 1715107696.5929
MEM 1971.121094 1715107696.6932
MEM 1971.121094 1715107696.7934
MEM 1971.121094 1715107696.8937
MEM 1971.121094 1715107696.9940
MEM 1971.121094 1715107697.0943
MEM 1971.121094 1715107697.1947
MEM 1971.121094 1715107697.2950
MEM 1971.121094 1715107697.3953
MEM 1971.121094 1715107697.4956
MEM 1971.121094 1715107697.5959
MEM 1971.121094 1715107697.6962
MEM 1971.121094 1715107697.7965
MEM 1971.121094 1715107697.8967
MEM 1971.121094 1715107697.9971
MEM 1971.121094 1715107698.0974
MEM 1971.121094 1715107698.1977
MEM 1971.121094 1715107698.2980
MEM 1971.121094 1715107698.3983
MEM 1971.121094 1715107698.4985
MEM 1971.121094 1715107698.5989
MEM 1971.121094 1715107698.6992
MEM 1971.121094 1715107698.7995
MEM 1971.121094 1715107698.8998
MEM 1971.121094 1715107699.0001
MEM 1971.121094 1715107699.1004
MEM 1971.121094 1715107699.2007
MEM 1971.121094 1715107699.3010
MEM 1971.121094 1715107699.4013
MEM 1971.121094 1715107699.5016
MEM 1971.121094 1715107699.6019
MEM 1971.121094 1715107699.7022
MEM 1971.121094 1715107699.8025
MEM 1971.121094 1715107699.9028
MEM 1971.121094 1715107700.0031
MEM 1971.121094 1715107700.1034
MEM 1971.121094 1715107700.2038
MEM 1971.121094 1715107700.3041
MEM 1971.121094 1715107700.4043
MEM 1971.121094 1715107700.5046
MEM 1971.121094 1715107700.6049
MEM 1971.121094 1715107700.7052
MEM 1971.121094 1715107700.8055
MEM 1971.121094 1715107700.9058
MEM 1971.121094 1715107701.0061
MEM 1971.121094 1715107701.1064
MEM 1971.121094 1715107701.2067
MEM 1971.121094 1715107701.3070
MEM 1971.121094 1715107701.4074
MEM 1971.121094 1715107701.5077
MEM 1971.121094 1715107701.6080
MEM 1971.121094 1715107701.7083
MEM 1971.121094 1715107701.8087
MEM 1975.335938 1715107701.9091
MEM 0.000000 1715107702.0094
